"","case_number","cmte_id","cmte_name","report_type","report_year","fine_amount","office","state","district","cand_name","late_filed_not_filed","paid_yes_no","line_image","end_line_image","timestamp"
"98",127,"C00303602","RICK HILL FOR CONGRESS COMMITTEE","Q3",2000,900,"H","MT",0,"HILL, RICK","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504299+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504409+0","26-AUG-18"
"99",128,"C00352435","COSGROVE FOR CONGRESS COMMITTEE","Q3",2000,900,"H","NC",5,"COSGROVE, JOHN THOMAS","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092530811+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092530926+0","26-AUG-18"
"100",129,"C00351262","RUSTAD SENATE 2000","Q3",2000,0,"S","NE",0,"RUSTAD, ELLIOTT L","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_21092540470+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092540637+0","26-AUG-18"
"101",130,"C00352385","HERGERT FOR U S SENATE","Q3",2000,900,"S","NE",0,"HERGERT, DAVID","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503838+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503924+0","26-AUG-18"
"102",132,"C00346908","BLOCKEY 2000","Q3",2000,1800,"H","NV",1,"BLOCKEY, JIM","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_22092542215+0","http://docquery.fec.gov/cgi-bin/fecimg/?_22092542246+0","26-AUG-18"
"103",133,"C00354746","TROUTT FOR CONGRESS","Q3",2000,2700,"H","OK",2,"TROUTT, ERIC DEAN","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_21092530074+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092530146+0","26-AUG-18"
"104",134,"C00349944","PEOPLE FOR ROYAL HART","Q3",2000,1800,"H","PA",4,"HART, ROYAL DEAN","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504410+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504454+0","26-AUG-18"
"105",136,"C00354399","COMMITTEE TO ELECT JIM ROOKER TO US CONGRESS","Q3",2000,900,"H","PA",4,"ROOKER, JIM","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092540002+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092540089+0","26-AUG-18"
"106",137,"C00346833","SEEKINGS FOR CONGRESS","Q3",2000,900,"H","SC",1,"SEEKINGS, MICHAEL S","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504455+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504520+0","26-AUG-18"
"107",138,"C00342725","FRIENDS OF MARK BREWER","Q3",2000,0,"H","TX",7,"BREWER, JOHN MARK","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503925+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503968+0","26-AUG-18"
"108",139,"C00351411","JEFF WRIGHT FOR CONGRESS EXPLORATORY COMMITTEE","Q3",2000,0,"H","UT",2,"WRIGHT, JEFFREY E","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_21092502481+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092502573+0","26-AUG-18"
"109",140,"C00353557","COMMITTEE TO ELECT KEVIN MCKEIGUE FOR US SENATE","Q3",2000,1800,"S","WA",0,"MCKEIGUE, KEVIN LAWRENCE","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092502574+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092502639+0","26-AUG-18"
"110",141,"C00349951","WILLIE LOGAN FOR UNITED STATES SENATE","Q3",2000,1100,"S","FL",0,"LOGAN, WILLIE F","L","N","http://docquery.fec.gov/cgi-bin/fecimg/?_22032540929+0","http://docquery.fec.gov/cgi-bin/fecimg/?_22032541017+0","26-AUG-18"
"111",142,"C00350413","LAUREN BETH GASH FOR CONGRESS","Q3",2000,9900,"H","IL",10,"GASH, LAUREN BETH","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092534202+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092534282+0","26-AUG-18"
"112",143,"C00354191","HUTCHINS FOR CONGRESS","Q3",2000,1125,"H","MD",5,"HUTCHINS, THOMAS ELLSWORTH","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092502640+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092502702+0","26-AUG-18"
"113",144,"C00338095","BOB SHRAUGER FOR CONGRESS","Q3",2000,1400,"H","MI",2,"SHRAUGER, BOB","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092532275+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092532364+0","26-AUG-18"
"114",145,"C00329375","MEEKS FOR CONGRESS","Q3",2000,750,"H","NY",5,"MEEKS, GREGORY W.","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092502703+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092502763+0","26-AUG-18"
"115",146,"C00358226","CLARK FOR SENATE","Q3",2000,1350,"S","TN",0,"CLARK, WILLIAM JEFFERY","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092530927+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092531000+0","26-AUG-18"
"116",147,"C00347682","PAUL WILLIAMS FOR CONGRESS","Q3",2000,1800,"H","TX",9,"WILLIAMS, PAUL","L","N","http://docquery.fec.gov/cgi-bin/fecimg/?_21092524828+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092524900+0","26-AUG-18"
"117",148,"C00257543","EVA CLAYTON COMMITTEE FOR CONGRESS","Q3",2000,4000,"H","NC",1,"CLAYTON, EVA MCPHERSON","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092502764+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092502825+0","26-AUG-18"
"118",149,"C00343848","CLARKE 2000","Q3",2000,3000,"H","NY",11,"CLARKE, UNA S","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092524901+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092524973+0","26-AUG-18"
"119",150,"C00356345","E*TRADE FINANCIAL CORPORATION PAC","Q3",2000,1725,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092502826+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092502887+0","26-AUG-18"
"120",151,"C00324780","AMERICAN ACADEMY OF EMERGENCY MEDICINE POLITICAL ACTION COMMITTEE AAEM PAC","Q3",2000,525,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092502888+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092502948+0","26-AUG-18"
"121",152,"C00024281","NORTH AMERICAN MEAT INSTITUTE POLITICAL ACTION COMMITTEE","Q3",2000,1275,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092502949+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503011+0","26-AUG-18"
"122",153,"C00087478","CINCINNATI BELL INC FEDERAL PAC","Q3",2000,425,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503012+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503072+0","26-AUG-18"
"123",154,"C00075390","CITIZENS FOR THE REPUBLIC","Q3",2000,1350,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503073+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503133+0","26-AUG-18"
"124",155,"C00348144","THE DESERT FOUNDATION FOR DEMOCRACY","Q3",2000,750,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503969+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504013+0","26-AUG-18"
"125",156,"C00084822","IHG OWNERS ASSOCIATION INN-PAC","Q3",2000,400,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503134+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503196+0","26-AUG-18"
"126",158,"C00284810","MARRIOTT INTERNATIONAL, INC. POLITICAL ACTION COMMITTEE","Q3",2000,2150,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503197+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503257+0","26-AUG-18"
"127",159,"C00327478","PLUMBERS LOCAL UNION NO. 1 NYC-POLITICAL ACTION COMMITTEE","Q3",2000,1775,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503258+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503319+0","26-AUG-18"
"128",160,"C00344648","RELY ON YOUR BELIEFS FUND","Q3",2000,1300,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092531001+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092531088+0","26-AUG-18"
"129",161,"C00084988","SOUTHWESTERN ELECTRIC POWER COMPANY POLITICAL ACTION COMMITTEE","Q3",2000,0,"","",NA,"","L","N","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504521+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504601+0","26-AUG-18"
"130",162,"C00330118","TACO POLITICAL ACTION COMMITTEE","Q3",2000,3000,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503320+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503382+0","26-AUG-18"
"131",163,"C00131706","PIPEFITTERS LOCAL UNION #524","Q3",2000,300,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092501761+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092501799+0","26-AUG-18"
"132",164,"C00167759","VIACOM INTERNATIONAL, INC. POLITICAL ACTION COMMITTEE","Q3",2000,800,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503383+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503443+0","26-AUG-18"
"133",165,"C00173278","WISCONSIN RIGHT TO LIFE INC POLITICAL ACTION COMMITTEE","Q3",2000,850,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503444+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503504+0","26-AUG-18"
"134",166,"C00354332","MACOMB COUNTY DEMOCRATIC COMMITTEE","Q3",2000,1125,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503505+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503565+0","26-AUG-18"
"135",167,"C00038505","NORTH CAROLINA REPUBLICAN PARTY","Q3",2000,3500,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_22044053589+0","http://docquery.fec.gov/cgi-bin/fecimg/?_22044053597+0","26-AUG-18"
"136",168,"C00081802","WV REPUBLICAN STATE EXEC COMMITTEE","Q3",2000,1050,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503566+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503626+0","26-AUG-18"
"137",169,"C00305706","CALIFORNIA VOTER GUIDE","Q3",2000,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092502061+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092502100+0","26-AUG-18"
"138",170,"C00303073","INTERNATIONAL COUNCIL OF CRUISE LINES POLITICAL ACTION COMM (ICCL-PAC)","Q3",2000,2000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504014+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504058+0","26-AUG-18"
"139",171,"C00291393","LAW ENFORCEMENT ALLIANCE OF AMERICA INC FUND FOR RESPONSIBLE GOVERNMENT (LEAA)","Q3",2000,2000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504059+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504103+0","26-AUG-18"
"140",172,"C00160101","PECO ENERGY COMPANY FEDERAL PAC","Q3",2000,2000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503627+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503690+0","26-AUG-18"
"141",173,"C00343194","SILLS CUMMIS RADIN TISCHMAN EPSTEIN & GROSS FEDERAL PAC INC (SILLS FEDERAL PAC INC)","Q3",2000,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504602+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504661+0","26-AUG-18"
"142",174,"C00123612","TEXTRON INC. POLITICAL ACTION COMMITTEE","Q3",2000,3000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504662+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504740+0","26-AUG-18"
"143",175,"C00315713","LIBERTARIAN PARTY OF ILLINOIS","Q3",2000,3000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504104+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504148+0","26-AUG-18"
"144",176,"C00342519","PHILADELPHIA 2000","Q3",2000,0,"","",NA,"","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_22032541018+0","http://docquery.fec.gov/cgi-bin/fecimg/?_22032541076+0","26-AUG-18"
"145",177,"C00333088","COMMITTEE ON ARRANGEMENTS FOR THE 2000 REPUBLICAN NATIONAL CONVENTION","Q3",2000,6500,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503691+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092503733+0","26-AUG-18"
"146",178,"C00000729","AMERICAN DENTAL ASSOCIATION POLITICAL ACTION COMMITTEE","M10",2000,2550,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504741+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504777+0","26-AUG-18"
"147",179,"C00012914","AMERICAN LAND TITLE ASSOCIATION TITLE INDUSTRY PAC (TIPAC)","M10",2000,800,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092501800+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092501815+0","26-AUG-18"
"148",180,"C00100693","CBOE GLOBAL MARKETS, INC. PAC (CBOE PAC)","M10",2000,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092531961+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092531999+0","26-AUG-18"
"149",181,"C00006247","IUE CMTE ON POL EDUC INT'L UNION/ELECTRONIC ELECTRICAL TECH SALARIED MACH WORKERS AFL-CIO","M10",2000,6000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092501816+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092501932+0","26-AUG-18"
"150",182,"C00261370","RICHARD POMBO FOR CONGRESS","12G",2000,1650,"H","CA",19,"POMBO, RICHARD W","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504778+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504858+0","26-AUG-18"
"151",183,"C00353375","PETER ABAIR FOR CONGRESS COMMITTEE","12G",2000,650,"H","MA",1,"ABAIR, PETER JON","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_22092541781+0","http://docquery.fec.gov/cgi-bin/fecimg/?_22092541787+0","26-AUG-18"
"152",184,"C00350611","LAWLER 2000 COMMITTEE","12G",2000,325,"S","MA",0,"LAWLER, PHILIP F","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504859+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504938+0","26-AUG-18"
"153",185,"C00354191","HUTCHINS FOR CONGRESS","12G",2000,300,"H","MD",5,"HUTCHINS, THOMAS ELLSWORTH","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092504939+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092505020+0","26-AUG-18"
"154",186,"C00353201","PAUL RAPPAPORT FOR U S SENATE","12G",2000,600,"S","MD",0,"RAPPAPORT, PAUL HARRY","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092532000+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092532079+0","26-AUG-18"
"155",187,"C00353607","DUNN LAMPTON FOR CONGRESS","12G",2000,1300,"H","MS",4,"LAMPTON, DUNNICA OH","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092505021+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092505101+0","26-AUG-18"
"156",188,"C00349464","DORSO FOR CONGRESS COMMITTEE","12G",2000,1650,"H","ND",0,"DORSO, JOHN","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092510002+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092510082+0","26-AUG-18"
"157",189,"C00294306","FRIENDS OF MIKE FORBES","12G",2000,650,"H","NY",1,"FORBES, MICHAEL P","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092531361+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092531443+0","26-AUG-18"
"158",190,"C00348052","LARRY GRAHAM FOR CONGRESS","12G",2000,1200,"H","NY",19,"GRAHAM, LARRY","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092534595+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092534658+0","26-AUG-18"
"159",191,"C00347054","GREENE FOR CONGRESS 2000 CAMPAIGN COMMITTEE","12G",2000,300,"H","TX",12,"GREENE, MARK","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092510083+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092510163+0","26-AUG-18"
"160",192,"C00350769","CLINESMITH FOR CONGRESS","12G",2000,975,"H","TX",13,"CLINESMITH, CURTIS E","L","N","http://docquery.fec.gov/cgi-bin/fecimg/?_21092510640+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092510722+0","26-AUG-18"
"161",193,"C00153478","SISISKY FOR CONGRESS","12G",2000,325,"H","VA",4,"SISISKY, NORMAN","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092510164+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092510243+0","26-AUG-18"
"162",194,"C00358135","CARROLL 2000","12G",2000,1000,"S","HI",0,"CARROLL, JOHN STANLEY","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092540090+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092540164+0","26-AUG-18"
"163",195,"C00253377","WYNN FOR CONGRESS","12G",2000,5000,"H","MD",4,"WYNN, ALBERT R","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092510723+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092500802+0","26-AUG-18"
"164",196,"C00257543","EVA CLAYTON COMMITTEE FOR CONGRESS","12G",2000,3000,"H","NC",1,"CLAYTON, EVA MCPHERSON","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092540165+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092540225+0","26-AUG-18"
"165",197,"C00356675","FRIENDS OF DAVID BISHOP","12G",2000,1000,"H","NY",2,"BISHOP, DAVID A","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092510244+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092510325+0","26-AUG-18"
"166",198,"C00343848","CLARKE 2000","12G",2000,1000,"H","NY",11,"CLARKE, UNA S","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_22032541077+0","http://docquery.fec.gov/cgi-bin/fecimg/?_22032541159+0","26-AUG-18"
"167",199,"C00265850","PRYCE FOR CONGRESS","12G",2000,6000,"H","OH",15,"PRYCE, DEBORAH D.","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092531611+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092531686+0","26-AUG-18"
"168",200,"C00183244","TRAFICANT FOR CONGRESS","12G",2000,3000,"H","OH",17,"TRAFICANT, JAMES A JR","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092534659+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092534744+0","26-AUG-18"
"169",201,"C00326314","DEMINT FOR CONGRESS COMMITTEE","12G",2000,1000,"H","SC",4,"DEMINT, JAMES W","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092540226+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092540307+0","26-AUG-18"
"170",202,"C00347468","NOBLE WILLINGHAM FOR CONGRESS","12G",2000,2000,"H","TX",1,"WILLINGHAM, NOBLE","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092510326+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092510405+0","26-AUG-18"
"171",203,"C00348078","GARZA FOR CONGRESS COMMITTEE","12G",2000,2000,"H","TX",23,"GARZA, ISIDRO JR","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092531444+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092531526+0","26-AUG-18"
"172",204,"C00176727","AMERICAN ASSOCIATION OF AIRPORT EXECUTIVES","12G",2000,325,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092510406+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092510485+0","26-AUG-18"
"173",205,"C00127621","BAKERY, CONFECTIONERY, TOBACCO WORKERS AND GRAIN MILLERS INTERNATIONAL UNION PAC","12G",2000,650,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092510486+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092510565+0","26-AUG-18"
"174",206,"C00163832","CSX CORPORATION GOOD GOVERNMENT FUND","12G",2000,600,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092532080+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092532154+0","26-AUG-18"
"175",207,"C00064774","NEXTERA ENERGY, INC. POLITICAL ACTION COMMITTEE","12G",2000,900,"","",NA,"","L","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092510803+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092510882+0","26-AUG-18"
"176",208,"C00167627","NORTEL  NETWORKS, INC POLITICAL ACTION COMMITTEE","12G",2000,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092510883+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092510962+0","26-AUG-18"
"177",209,"C00001198","AMERICAN HOTEL AND LODGING ASSOCIATION POLITICAL ACTION COMMITTEE ('HOTELPAC')","12G",2000,3000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092531687+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092531756+0","26-AUG-18"
"178",210,"C00344846","CABLE AND WIRELESS USA PAC","12G",2000,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092510963+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092511042+0","26-AUG-18"
"179",211,"C00083089","CENTRAL AND SOUTH WEST SERVICES INC POLITICAL ACTION COMMITTEE","12G",2000,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092511043+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092511123+0","26-AUG-18"
"180",212,"C00100693","CBOE GLOBAL MARKETS, INC. PAC (CBOE PAC)","12G",2000,4000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092540308+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092540377+0","26-AUG-18"
"181",213,"C00296632","CIRCUIT CITY STORES INC.  POLITICAL ACTION COMMITTEE","12G",2000,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092511124+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092511203+0","26-AUG-18"
"182",214,"C00328468","THE COMMITTEE FOR THE PRESERVATION OF CAPITALISM","12G",2000,4000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092511204+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092511283+0","26-AUG-18"
"183",215,"C00282731","COUNTRYWIDE FINANCIAL CORPORATION PAC","12G",2000,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092531757+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092531817+0","26-AUG-18"
"184",216,"C00160630","DRUMMOND COMPANY, INC. POLITICAL ACTION COMMITTEE (DPAC)","12G",2000,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092511284+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092511364+0","26-AUG-18"
"185",217,"C00227744","ERNST & YOUNG POLITICAL ACTION COMMITTEE","12G",2000,2000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092511365+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092511445+0","26-AUG-18"
"186",218,"C00121368","EXXON MOBIL CORPORATION POLITICAL ACTION COMMITTEE (EXXONMOBIL PAC)","12G",2000,9000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092531274+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092531360+0","26-AUG-18"
"187",219,"C00164848","FEDERAL MANAGERS' ASSOCIATION POLITICAL ACTION COMMITTEE","12G",2000,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092540638+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092540712+0","26-AUG-18"
"188",220,"C00217216","COVENTRY HEALTH CARE INC - FIRST HEALTH GROUP PAC","12G",2000,0,"","",NA,"","N","N","http://docquery.fec.gov/cgi-bin/fecimg/?_21092511446+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092511526+0","26-AUG-18"
"189",221,"C00046086","INSTITUTE OF SCRAP RECYCLING INDUSTRIES INC. POLITICAL ACTION COMMITTEE","12G",2000,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092511527+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092511607+0","26-AUG-18"
"190",222,"C00004994","PROFESSIONAL INSURANCE AGENTS POLITICAL ACTION COMMITTEE (PIAPAC)","12G",2000,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092511608+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092511687+0","26-AUG-18"
"191",223,"C00144766","NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE","12G",2000,5000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092511688+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092511767+0","26-AUG-18"
"192",224,"C00030809","NATIONAL COMMUNITY PHARMACISTS ASSOCIATION - PAC","12G",2000,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092511768+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092511847+0","26-AUG-18"
"193",225,"C00101204","NATIONAL FISHERIES INSTITUTE (FISHPAC)","12G",2000,1000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092531818+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092531881+0","26-AUG-18"
"194",226,"C00113803","AMERICAN OSTEOPATHIC INFORMATION ASSOCIATION - OSTEOPATHIC POLITICAL ACTION COMMITTEE","12G",2000,2000,"","",NA,"","N","Y","http://docquery.fec.gov/cgi-bin/fecimg/?_21092511848+0","http://docquery.fec.gov/cgi-bin/fecimg/?_21092511927+0","26-AUG-18"
