"","Committee_Id","Committee_Name","Link_Image","Committee_Election_State","Committee_Election_District","Report_Type","Receipt_Date","Coverage_Start_Date","Coverage_End_Date","Quarterly_Contribution","Semi_Annual_Contribution"
"505","C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12971117504+0","",NA,"APRIL MONTHLY","17-APR-12","01-MAR-12","31-MAR-12",73000,0
"506","C00165241","COMMITTEE TO ELECT GARY L. ACKERMAN, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12951428272+0","NY",5,"APRIL QUARTERLY","15-APR-12","01-JAN-12","31-MAR-12",0,0
"507","C00458828","TEAM GRAHAM INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12020291256+0","SC",NA,"APRIL QUARTERLY","14-APR-12","01-JAN-12","31-MAR-12",54575,54575
"508","C00499954","KEADLE FOR CONGRESS 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_12951421113+0","",NA,"APRIL QUARTERLY","14-APR-12","01-JAN-12","31-MAR-12",28139,0
"509","C00326801","TAMMY BALDWIN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12020283793+0","WI",0,"APRIL QUARTERLY","14-APR-12","01-JAN-12","31-MAR-12",65510,NA
"510","C00431304","MCCASKILL FOR MISSOURI 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_12020272375+0","MO",0,"APRIL QUARTERLY","13-APR-12","01-JAN-12","31-MAR-12",33000,NA
"511","C00264564","MENENDEZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020234333+0","NJ",0,"APRIL QUARTERLY","13-APR-12","01-JAN-12","31-MAR-12",31000,NA
"512","C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020213124+0","",NA,"APRIL QUARTERLY","13-APR-12","01-JAN-12","31-MAR-12",421687,0
"513","C00003418","REPUBLICAN NATIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12970932307+0","",NA,"APRIL QUARTERLY","13-APR-12","01-JAN-12","31-MAR-12",574900,0
"514","C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_12970900364+0","CA",NA,"APRIL QUARTERLY","12-APR-12","01-JAN-12","31-MAR-12",74671.47,0
"515","C00327395","SEARCHLIGHT LEADERSHIP FUND","http://docquery.fec.gov/cgi-bin/fecimg/?_12970876535+0","DC",NA,"FEBRUARY MONTHLY","11-APR-12","01-FEB-12","29-FEB-12",73250,0
"516","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020190942+0","",NA,"MARCH MONTHLY","20-MAR-12","01-FEB-12","29-FEB-12",326350,NA
"517","C00431171","ROMNEY FOR PRESIDENT INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12951309213+0","",NA,"MARCH MONTHLY","20-MAR-12","01-FEB-12","29-FEB-12",545005,0
"518","C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12970751195+0","",NA,"MARCH MONTHLY","19-MAR-12","01-FEB-12","29-FEB-12",127250,0
"519","C00499350","DEWHURST FOR TEXAS","http://docquery.fec.gov/cgi-bin/fecimg/?_12020174135+0","TX",NA,"QUARTERLY YEAR END / SEMI-ANN","22-FEB-12","01-OCT-11","31-DEC-11",0,100100
"520","C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_12950634604+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","21-FEB-12","01-JUL-11","31-DEC-11",24755,24755
"521","C00431171","ROMNEY FOR PRESIDENT INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12950549277+0","",NA,"FEBRUARY MONTHLY","20-FEB-12","01-JAN-12","31-JAN-12",163645,0
"522","C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12970432491+0","",NA,"FEBRUARY MONTHLY","17-FEB-12","01-JAN-12","31-JAN-12",76500,0
"523","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020172732+0","",NA,"FEBRUARY MONTHLY","17-FEB-12","01-JAN-12","31-JAN-12",537250,NA
"524","C00003418","REPUBLICAN NATIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12970424712+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","15-FEB-12","01-JUL-11","31-DEC-11",0,191600
"525","C00003418","REPUBLICAN NATIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12950446009+0","",NA,"QUARTERLY MID-YEAR / SEMI-ANN","09-FEB-12","01-JAN-11","30-JUN-11",215000,215000
"526","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020092343+0","",NA,"MONTHLY YEAR END / SEMI-ANNUAL","31-JAN-12","01-DEC-11","31-DEC-11",0,105900
"527","C00349217","CARPER FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020100720+0","DE",0,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-OCT-11","31-DEC-11",21700,21700
"528","C00264564","MENENDEZ FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12020100716+0","NJ",0,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-OCT-11","31-DEC-11",0,94343
"529","C00196774","THE MARKEY COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12970345609+0","MA",7,"QUARTERLY SEMI-ANNUAL (YE)","31-JAN-12","01-OCT-11","31-DEC-11",0,0
"530","C00003418","REPUBLICAN NATIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12950420077+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-OCT-11","31-DEC-11",0,191600
"531","C00313684","RUSH HOLT FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12970340958+0","NJ",12,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-OCT-11","31-DEC-11",2752,59265
"532","C00431171","ROMNEY FOR PRESIDENT INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12970326664+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-OCT-11","31-DEC-11",1179818,1647853
"533","C00075820","NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12950385900+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-JUL-11","31-DEC-11",0,30800
"534","C00271338","AMERIPAC: THE FUND FOR A GREATER AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_12950319561+0","DC",NA,"MONTHLY SEMI-ANNUAL (YE)","31-JAN-12","01-DEC-11","30-DEC-11",0,49900
"535","C00344473","STABENOW FOR US SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020131069+0","MI",0,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-OCT-11","31-DEC-11",19000,19000
"536","C00458828","TEAM GRAHAM INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12020141421+0","SC",NA,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-OCT-11","31-DEC-11",61500,61500
"537","C00264697","FRIENDS OF SHERROD BROWN","http://docquery.fec.gov/cgi-bin/fecimg/?_12020053100+0","OH",0,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-12","01-OCT-11","31-DEC-11",36836,129538
"538","C00505982","PEOPLE FOR ENDING POVERTY PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_12030724015+0","",NA,"YEAR-END","31-JAN-12","01-NOV-11","31-JAN-12",0,0
"539","C00165241","COMMITTEE TO ELECT GARY L. ACKERMAN, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_12970203929+0","NY",5,"QUARTERLY SEMI-ANNUAL (YE)","31-JAN-12","01-OCT-11","31-DEC-11",0,0
"540","C00258244","BUCK MCKEON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12970196845+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","30-JAN-12","01-JUL-11","31-DEC-11",34000,34000
"541","C00500587","RICKPERRY.ORG INC","http://docquery.fec.gov/cgi-bin/fecimg/?_12970203581+0","",NA,"QUARTERLY SEMI-ANNUAL (YE)","30-JAN-12","01-OCT-11","31-DEC-11",117250,194250
"542","C00420760","FRIENDS OF MAZIE HIRONO","http://docquery.fec.gov/cgi-bin/fecimg/?_12020142642+0","HI",0,"QUARTERLY YEAR END / SEMI-ANN","30-JAN-12","01-OCT-11","31-DEC-11",13923,27809
"543","C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_12950272474+0","",NA,"OCTOBER QUARTERLY","30-JAN-12","01-JUL-11","30-SEP-11",24755,0
"544","C00258244","BUCK MCKEON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_12950270998+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","30-JAN-12","01-APR-11","30-JUN-11",25000,25000
"545","C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_12020041483+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","30-JAN-12","01-JUL-11","31-DEC-11",0,203400
"546","C00506725","72ND AREA WIDE DEMOCRATIC ALLIANCE ","http://docquery.fec.gov/cgi-bin/fecimg/?_12030704026+0","",NA,"QUARTERLY SEMI-ANNUAL (YE)","17-JAN-12","","",NA,734
"547","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020481102+0","",NA,"DECEMBER MONTHLY","20-DEC-11","01-NOV-11","30-NOV-11",0,NA
"548","C00491282","REPUBLICAN INDIAN COMMITTEE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_11030691310+0","",NA,"OCTOBER QUARTERLY","21-NOV-11","16-JUL-11","15-OCT-11",NA,NA
"549","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020470001+0","",NA,"NOVEMBER MONTHLY","18-NOV-11","01-OCT-11","31-OCT-11",0,NA
"550","C00271338","AMERIPAC: THE FUND FOR A GREATER AMERICA","http://docquery.fec.gov/cgi-bin/fecimg/?_11952874320+0","DC",NA,"NOVEMBER MONTHLY","17-NOV-11","01-OCT-11","31-OCT-11",40500,0
"551","C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_11971832248+0","",NA,"OCTOBER QUARTERLY","11-NOV-11","01-JUL-11","30-SEP-11",24755,0
"552","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020451012+0","DC",NA,"OCTOBER MONTHLY","20-OCT-11","01-SEP-11","30-SEP-11",29500,NA
"553","C00491282","REPUBLICAN INDIAN COMMITTEE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_11030680068+0","",NA,"OCTOBER QUARTERLY","19-OCT-11","16-JUL-11","15-OCT-11",5000,NA
"554","C00499350","DEWHURST FOR TEXAS","http://docquery.fec.gov/cgi-bin/fecimg/?_11020453567+0","TX",NA,"OCTOBER QUARTERLY","17-OCT-11","01-JUL-11","30-SEP-11",100100,0
"555","C00196774","THE MARKEY COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11971633187+0","MA",7,"OCTOBER QUARTERLY","16-OCT-11","01-JUL-11","30-SEP-11",0,0
"556","C00500587","RICKPERRY.ORG INC","http://docquery.fec.gov/cgi-bin/fecimg/?_11952643198+0","",NA,"OCTOBER QUARTERLY","15-OCT-11","01-JUL-11","30-SEP-11",77000,0
"557","C00313684","RUSH HOLT FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_11952644736+0","NJ",12,"OCTOBER QUARTERLY","15-OCT-11","01-JUL-11","30-SEP-11",56513,0
"558","C00331389","FRIENDS OF LOIS CAPPS","http://docquery.fec.gov/cgi-bin/fecimg/?_11971596181+0","",NA,"OCTOBER QUARTERLY","14-OCT-11","01-JUL-11","30-SEP-11",24755,0
"559","C00264564","MENENDEZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020401573+0","NJ",0,"OCTOBER QUARTERLY","14-OCT-11","01-JUL-11","30-SEP-11",73700,NA
"560","C00264697","FRIENDS OF SHERROD BROWN","http://docquery.fec.gov/cgi-bin/fecimg/?_11020374516+0","OH",0,"OCTOBER QUARTERLY","14-OCT-11","01-JUL-11","30-SEP-11",86061,NA
"561","C00431171","ROMNEY FOR PRESIDENT INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_11971587459+0","",NA,"OCTOBER QUARTERLY","14-OCT-11","01-JUL-11","30-SEP-11",479660,0
"562","C00165241","COMMITTEE TO ELECT GARY L. ACKERMAN, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_11952551636+0","NY",5,"OCTOBER QUARTERLY","12-OCT-11","01-JUL-11","30-SEP-11",0,0
"563","C00260547","BACHUS FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11952501157+0","AL",6,"JULY QUARTERLY / SEMI-ANNUAL","03-OCT-11","01-JAN-11","30-JUN-11",28150,28150
"564","C00490938","SAVIOR PRESIDENTIAL COMMITTEE (USA) 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_11030671189+0","",NA,"OCTOBER QUARTERLY","02-OCT-11","15-JUL-11","01-OCT-11",NA,NA
"565","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020350962+0","",NA,"SEPTEMBER MONTHLY","20-SEP-11","01-AUG-11","31-AUG-11",0,NA
"566","C00264564","MENENDEZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020332139+0","NJ",0,"JULY QUARTERLY / SEMI-ANNUAL","30-AUG-11","01-APR-11","30-JUN-11",0,101775
"567","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020330001+0","",NA,"AUGUST MONTHLY","19-AUG-11","01-JUL-11","31-JUL-11",0,NA
"568","C00257956","BOB GOODLATTE FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11932136209+0","",6,"","30-JUL-11","01-JAN-11","30-JUN-11",41500,41500
"569","C00075820","NATIONAL REPUBLICAN CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11932130484+0","",NA,"QUARTERLY MID-YEAR / SEMI-ANN","29-JUL-11","01-JAN-11","30-JUN-11",0,237900
"570","C00257956","BOB GOODLATTE FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11932131188+0","",6,"","29-JUL-11","01-JAN-11","30-JUN-11",25000,25000
"571","C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11932046191+0","DC",NA,"QUARTERLY MID-YEAR / SEMI-ANN","21-JUL-11","01-JUN-11","30-JUN-11",0,264119.37
"572","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020311543+0","",NA,"JULY MONTHLY / SEMI-ANNUAL","20-JUL-11","01-JUN-11","30-JUN-11",96350,915000
"573","C00491282","REPUBLICAN INDIAN COMMITTEE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_11030631372+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","18-JUL-11","16-APR-11","15-JUL-11",0,NA
"574","C00165241","COMMITTEE TO ELECT GARY L. ACKERMAN, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_11931839084+0","NY",5,"QUARTERLY SEMI-ANNUAL (MY)","15-JUL-11","01-APR-11","30-JUN-11",0,0
"575","C00431171","ROMNEY FOR PRESIDENT INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_11931901610+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-11","01-APR-11","30-JUN-11",517450,517450
"576","C00287912","LUCAS FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_11931902720+0","OK",3,"QUARTERLY SEMI-ANNUAL (MY)","15-JUL-11","01-APR-11","30-JUN-11",47825,47825
"577","C00196774","THE MARKEY COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11931922344+0","MA",7,"QUARTERLY SEMI-ANNUAL (MY)","15-JUL-11","01-APR-11","30-JUN-11",0,0
"578","C00493684","RUSS CARNAHAN FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_11931853887+0","MO",3,"QUARTERLY SEMI-ANNUAL (MY)","15-JUL-11","01-APR-11","30-JUN-11",0,0
"579","C00384016","NEUGEBAUER CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11931856014+0","TX",19,"QUARTERLY SEMI-ANNUAL (MY)","15-JUL-11","01-APR-11","30-JUN-11",0,26800
"580","C00347476","DAVE CAMP FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_11931856765+0","MI",4,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-11","01-APR-11","30-JUN-11",32865,32865
"581","C00494393","PAWLENTY FOR PRESIDENT","http://docquery.fec.gov/cgi-bin/fecimg/?_11931871257+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-11","01-APR-11","30-JUN-11",17610,17610
"582","C00287912","LUCAS FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_11931905791+0","OK",3,"QUARTERLY SEMI-ANNUAL (MY)","15-JUL-11","01-JAN-11","30-JUN-11",47825,47825
"583","C00413914","GILLIBRAND FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020250954+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-11","01-APR-11","30-JUN-11",0,NA
"584","C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_11020260112+0","NV",0,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-11","01-APR-11","30-JUN-11",0,25400
"585","C00349217","CARPER FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020260123+0","DE",0,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-11","01-APR-11","30-JUN-11",0,17200
"586","C00346312","FRIENDS OF SCHUMER","http://docquery.fec.gov/cgi-bin/fecimg/?_11020281767+0","NY",0,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-11","01-APR-11","30-JUN-11",29350,29350
"587","C00344473","STABENOW FOR US SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020282989+0","MI",0,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-11","01-APR-11","30-JUN-11",47500,47500
"588","C00410803","WHITEHOUSE FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020281306+0","RI",NA,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-11","01-APR-11","30-JUN-11",24500,113150
"589","C00432401","NELSON 2012","http://docquery.fec.gov/cgi-bin/fecimg/?_11020301173+0","NE",0,"JULY QUARTERLY / SEMI-ANNUAL","15-JUL-11","01-APR-11","30-JUN-11",21000,21000
"590","C00492231","FRIENDS OF MIKE H","http://docquery.fec.gov/cgi-bin/fecimg/?_11020300066+0","FL",NA,"QUARTERLY MID-YEAR / SEMI-ANN","15-JUL-11","","30-JUN-11",0,84200
"591","C00458778","ROBIN CARNAHAN FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020300178+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","14-JUL-11","01-APR-11","30-JUN-11",0,NA
"592","C00027466","NATIONAL REPUBLICAN SENATORIAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020233806+0","",NA,"QUARTERLY MID-YEAR / SEMI-ANN","14-JUL-11","01-JAN-11","30-JUN-11",0,292500
"593","C00258244","BUCK MCKEON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_11931800871+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","12-JUL-11","01-APR-11","30-JUN-11",20000,20000
"594","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020223750+0","",NA,"JUNE MONTHLY","20-JUN-11","01-MAY-11","31-MAY-11",20350,NA
"595","C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11931513259+0","",NA,"MAY MONTHLY","20-MAY-11","01-APR-11","30-APR-11",38869.37,0
"596","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020212751+0","",NA,"MAY MONTHLY","20-MAY-11","01-APR-11","30-APR-11",0,NA
"597","C00410803","WHITEHOUSE FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020213707+0","RI",NA,"APRIL QUARTERLY","17-MAY-11","01-JAN-11","31-MAR-11",48150,0
"598","C00454272","ALASKA MILITARY VETERANS POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11030603214+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","05-MAY-11","01-JAN-09","01-JAN-10",0,0
"599","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020200615+0","DC",NA,"APRIL MONTHLY","20-APR-11","01-MAR-11","31-MAR-11",65000,0
"600","C00000935","DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11931234745+0","",NA,"APRIL MONTHLY","20-APR-11","01-MAR-11","31-MAR-11",108500,0
"601","C00491282","REPUBLICAN INDIAN COMMITTEE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_11030594360+0","",NA,"APRIL QUARTERLY","19-APR-11","01-JAN-11","15-APR-11",0,NA
"602","C00196774","THE MARKEY COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11930703016+0","MA",7,"APRIL QUARTERLY","15-APR-11","01-JAN-11","31-MAR-11",0,0
"603","C00413914","GILLIBRAND FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020180001+0","",NA,"APRIL QUARTERLY","15-APR-11","01-JAN-11","31-MAR-11",0,NA
"604","C00264564","MENENDEZ FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020153832+0","NJ",0,"APRIL QUARTERLY","15-APR-11","01-JAN-11","31-MAR-11",101275,0
"605","C00492231","FRIENDS OF MIKE H","http://docquery.fec.gov/cgi-bin/fecimg/?_11020183330+0","FL",NA,"APRIL QUARTERLY","15-APR-11","01-JAN-11","31-MAR-11",76700,0
"606","C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_11020153828+0","NV",0,"APRIL QUARTERLY","15-APR-11","01-JAN-11","31-MAR-11",25400,0
"607","C00477067","EMPIRE POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11930689079+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","15-APR-11","01-OCT-10","31-DEC-10",0,0
"608","C00477067","EMPIRE POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11930688597+0","",NA,"APRIL QUARTERLY","15-APR-11","01-JAN-11","31-MAR-11",0,0
"609","C00165241","COMMITTEE TO ELECT GARY L. ACKERMAN, INC.","http://docquery.fec.gov/cgi-bin/fecimg/?_11930668568+0","NY",5,"APRIL QUARTERLY","15-APR-11","01-JAN-11","31-MAR-11",0,0
"610","C00384016","NEUGEBAUER CONGRESSIONAL COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11930685205+0","TX",19,"APRIL QUARTERLY","15-APR-11","01-JAN-11","31-MAR-11",26800,0
"611","C00410803","WHITEHOUSE FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020173298+0","RI",NA,"APRIL QUARTERLY","14-APR-11","01-JAN-11","31-MAR-11",47150,0
"612","C00260547","BACHUS FOR CONGRESS COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11930657732+0","AL",6,"APRIL QUARTERLY","14-APR-11","01-JAN-11","31-MAR-11",28150,0
"613","C00330142","LARSON FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_11930665123+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","14-APR-11","01-JUL-10","31-DEC-10",74820,74820
"614","C00465492","SESTAK FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020110858+0","PA",0,"QUARTERLY YEAR END / SEMI-ANN","23-MAR-11","01-OCT-10","31-DEC-10",68188,0
"615","C00460402","POMPEO FOR CONGRESS INC","http://docquery.fec.gov/cgi-bin/fecimg/?_11930529764+0","",NA,"JULY QUARTERLY / SEMI-ANNUAL","18-MAR-11","01-APR-10","30-JUN-10",47227,53076
"616","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020094362+0","DC",NA,"FEBRUARY MONTHLY","18-MAR-11","01-FEB-11","28-FEB-11",318250,0
"617","C00491282","REPUBLICAN INDIAN COMMITTEE PAC","http://docquery.fec.gov/cgi-bin/fecimg/?_11030582908+0","",NA,"YEAR-END","11-MAR-11","23-NOV-10","31-DEC-10",0,NA
"618","C00140715","HOYER FOR CONGRESS","http://docquery.fec.gov/cgi-bin/fecimg/?_11930427395+0","MD",NA,"QUARTERLY SEMI-ANNUAL (YE)","01-MAR-11","23-NOV-10","31-DEC-10",0,21750
"619","C00042366","DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020070753+0","DC",NA,"FEBRUARY MONTHLY","18-FEB-11","01-JAN-11","31-JAN-11",287000,0
"620","C00460402","POMPEO FOR CONGRESS INC","http://docquery.fec.gov/cgi-bin/fecimg/?_11930325790+0","",NA,"MONTHLY YEAR END / SEMI-ANNUAL","02-FEB-11","01-JUL-10","31-DEC-10",0,0
"621","C00477067","EMPIRE POLITICAL ACTION COMMITTEE","http://docquery.fec.gov/cgi-bin/fecimg/?_11030564660+0","",NA,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-11","01-OCT-10","31-DEC-10",0,0
"622","C00458828","TEAM GRAHAM INC","http://docquery.fec.gov/cgi-bin/fecimg/?_11020054218+0","SC",NA,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-11","01-OCT-10","31-DEC-10",18300,18300
"623","C00193342","MCCONNELL SENATE COMMITTEE '14","http://docquery.fec.gov/cgi-bin/fecimg/?_11020040001+0","KY",0,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-11","01-OCT-10","31-DEC-10",35800,35800
"624","C00408088","JOHN KERRY FOR SENATE","http://docquery.fec.gov/cgi-bin/fecimg/?_11020022618+0","MN",0,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-11","01-OCT-10","31-DEC-10",40000,40000
"625","C00204370","FRIENDS FOR HARRY REID","http://docquery.fec.gov/cgi-bin/fecimg/?_11020032048+0","NV",0,"QUARTERLY YEAR END / SEMI-ANN","31-JAN-11","23-NOV-10","31-DEC-10",0,169979
